	Gsta3	Dst	Neurl3	Cnnm4	Tmem131	Mgat4a	Slc9a2	Slc40a1	Myo1b	Mfsd6	Fzd5	Acsl3	Utp14b	Tm4sf20	Hjurp	Mlph	Ramp1	Bok	Thap4	Gal3st2c	Bcl2	Serpinb5	Cd55	Elf3	Csrp1	Tnni1	Lad1	Rnasel	Prdx6	Mgst3	Mptx1	Cenpf	Tmem236	Il1rn	Noxa1	Lrrc26	Notch1	Cers6	Itga6	Cstf3	Thbs1	Phgr1	Knl1	Tmem87a	Gatm	AA467197	Slc20a1	Tgm3	Bmp2	Flrt3	Id1	Bcas1	Pck1	Car1	Mecom	Lrrc31	Aadac	Smc4	Gpatch4	S100a16	Sprr2a3	Selenbp1	Ctss	Gpr89	Reg4	Hao2	Rbm15	5330417C22Rik	Fabp2	Usp53	Cenpe	Clca3b	Clca1	Ccn1	Asph	Trp53inp1	Ggh	Fut9	Spink4	Coro2a	Galnt12	Smc2	Tmem245	Prkaa2	Pcsk9	Edn2	Cdca8	C77080	Stmn1	Ephb2	Rap1gap	Dbf4	Abcb1a	Sema3c	Hgfac	Cd38	Fgfbp1	Adgra3	Ugdh	Kit	Sult1b1	Sult1d1	Slc4a4	Areg	Ccng2	Anxa3	Plac8	Cds1	Slc8b1	Hpd	Auts2	Mlxipl	Cyp3a13	Zkscan1	Mcm7	Hepacam2	Mgam	Sval1	Abcg2	Tnip3	Gm15401	Hk2	Mxd1	Aldh1l1	Lrig1	Vgll4	Pparg	Fxyd4	Cracr2a	Clec2h	Gprc5a	Emp1	Atf7ip	Plbd1	Eps8	Aebp2	Resf1	Foxa3	Ceacam20	Kcnn4	Ethe1	Fcgbp	Sycn	2200002D01Rik	Fxyd3	Klk1	Myh14	Saa1	Zdhhc13	Nav2	Ctsc	Sytl2	4632427E13Rik	Kcne3	Wee1	Mical2	Knop1	Ern2	Aqp8	Hirip3	Dmbt1	Mki67	Cdhr5	Eps8l2	Muc2	Ano1	Tmco3	Ppp1r3b	Sorbs2	Sh2d4a	Gdf15	Mcm5	Adgre5	Best2	Dok4	Tradd	Hsd11b2	Hsd17b2	Atp2c2	Gm42047	Cbfa2t3	Endod1	Spc24	Slc37a2	Nxpe2	Il18	Paqr5	Gsta1	Pxylp1	Gm1123	Slco2a1	Trf	Tcta	Slc25a20	Utrn	Ifngr1	Cd24a	Smpdl3a	Tspan15	Plpp2	Appl2	Timp3	Myo1a	Rel	Hmmr	Rasd1	Pmp22	Tnfsf13os	Eno3	Trpv3	Rflnb	Slc13a2	Myo1d	Ccl6	Akap1	Abcc3	Rapgefl1	Krt20	Krt19	Myo15b	Sectm1b	Slc26a3	Agr2	Syne2	Gpr137b	Mboat1	Slc22a23	Edn1	Cenpp	Cdhr2	Lhfpl2	Arhgef28	Naip1	Elovl7	Plk2	Flnb	2610528A11Rik	Lgals3	Pck2	Dleu2	Ccdc122	Dgkh	Rgcc	Slc15a1	Selenop	Fer1l6	Gsdmc2	Gsdmc3	Gsdmc4	Ndrg1	Ly6m	Ly6g	Fam83h	Baiap2l2	Cyp2d34	Krt18	Cebpd	Fgd4	Clcn2	Hes1	Muc13	Mylk	Pdia5	Ildr1	Alcam	Cxadr	Mrps6	Tmprss2	Smoc2	Prss32	Prss30	Spdef	4930539E08Rik	Tff3	Cbs	Cyp4f40	Mep1a	Clic5	Acer1	Cdc42ep3	Galm	Mpp7	Aqp4	Dsc2	Ttr	B4galt6	Hbegf	Eif4ebp3	Mcc	Cdo1	Slc12a2	Slc26a2	Tcf4	Cpt1a	Chka	Fosl1	Syt7	Tle4	Gcnt1	Trpm6	Anxa1	Uhrf2	Ffar4	Hells	Cyp2c68	Sema4g	Slc6a14	Il13ra1	Slc6a8	L1cam	Gk	Kif4	Nox1
Gsta3	3.8650067	3.888813	3.8945568	3.8783243	2.8743417	3.8898573	3.8804262	3.8760047	3.897508	3.9103086	2.8790762	3.8796103	3.845748	3.8869698	3.8791635	2.8992205	4.883957	3.9023874	3.897074	4.8749905	3.9089732	3.906773	4.8713603	3.8934271	3.8653066	3.890819	3.9064212	3.8594587	3.911995	2.883121	3.8871832	3.887235	3.9071894	4.8680916	3.8839185	3.9209304	3.8848653	3.886259	3.872196	3.9088657	4.879107	3.8830817	4.895524	2.9092736	3.8866248	2.9049618	2.8854566	3.9038684	2.8869665	3.8760998	3.9059699	3.924982	3.8868434	3.89489	3.879474	3.9010305	3.9005904	4.8514266	2.9198701	3.8776164	3.9109404	2.8766148	3.865448	3.9079435	4.8643336	2.910478	2.9092731	4.861856	2.8929896	3.882718	3.8933525	3.8845098	4.820377	2.9159923	2.8958824	3.9028745	3.8786275	2.8977525	3.8835864	2.920329	3.8997402	4.8728833	2.9180794	3.9213252	2.9201767	2.9194057	4.9079647	3.8648698	3.863796	3.9068608	4.869662	4.881788	4.891971	3.8912659	2.9269936	4.881717	3.9082325	3.8946507	3.86591	4.8695855	3.8936613	3.882764	3.8709483	3.862324	3.8795476	3.8750513	3.8649094	3.893757	2.8915393	4.8868876	3.889815	3.888704	3.8881547	2.908005	4.8985023	4.89603	3.8848448	3.8836603	3.876681	2.9055939	3.891157	3.8579721	4.8493366	3.8881383	2.9042902	2.920976	2.8986192	3.900131	3.8849237	3.8761008	3.8605306	3.885166	3.8708544	3.8825126	3.8765795	4.864064	2.9304695	3.916779	4.8590603	2.9025996	3.8676748	4.8497696	2.893267	3.886568	4.8835745	3.896707	3.8811398	3.880085	2.8837388	3.9174762	4.867674	4.8668656	3.8447099	3.8803039	3.9163349	3.900547	3.8931024	2.9058697	3.8851774	3.8821561	3.8900623	2.878719	3.9030178	3.9001448	4.859248	2.8990963	3.9170094	3.8685675	3.8800654	2.903062	3.9104984	4.883878	3.8880527	4.892024	2.900218	2.9006224	3.8661091	3.8973823	2.9120572	4.880493	4.871905	2.8843858	3.8859265	3.8905773	3.887214	3.9112227	3.8910885	3.8944016	2.9023833	3.8860195	3.8744476	4.914991	2.9316733	3.878354	2.900754	2.900771	4.909352	3.9076686	2.9034677	3.9349668	4.903713	3.8844554	3.8838344	3.9070847	4.8747015	3.8966131	3.8580635	2.9136055	3.8923652	3.8724895	4.884457	4.868735	2.8624275	3.902639	2.9054215	2.8855085	2.88249	3.8876615	4.888467	3.8913898	3.8843822	4.893175	3.9033358	3.8930466	2.8892858	3.9267664	3.8814342	2.9309583	4.902401	3.888221	3.888683	2.888016	3.8995771	3.8894868	2.888266	3.8853638	3.8905308	3.896393	3.8931608	2.8697567	2.8958304	3.8823388	4.891849	4.8687882	2.896308	4.8685455	3.8777983	4.9112334	3.8680775	3.8888712	3.8602903	3.8462121	2.8973427	3.8880024	4.8622704	3.8913834	3.8989797	2.9230523	3.8882844	3.896325	3.884945	2.8786576	2.8899603	2.8890362	3.8985384	3.8833795	3.9053695	4.9000244	4.8818827	3.8962374	3.8582218	4.895689	4.8646455	3.8691936	3.917281	2.9208736	2.9044771	3.886885	2.8926575	3.8683612	2.9068694	4.8819857	2.8725865	2.901955	4.8874674	2.911032	3.8716161	2.8813865	2.8984475	3.9053693	4.884376	3.8827355	3.912843	2.897721	3.8584688	2.893197	3.9091678	4.889943	3.8778071	3.899519	2.908955	2.882628	3.8990717	4.9027305	3.8834164	4.8841486	4.8534937	3.9064136	3.8797402	3.8780966	2.8975074	4.885435	4.8652287
Mgat4a	3.84611	3.8776422	3.8819408	3.8791351	2.9057472	3.8508809	3.9019399	3.883345	3.8362975	3.8726602	2.9031565	3.8945794	3.8671038	3.8963988	3.8638756	2.9012148	4.8894014	3.8861878	3.8780735	4.869008	3.8579516	3.884979	4.866736	3.876349	3.8676393	3.875423	3.909125	3.8677359	3.8976717	2.907534	3.8718324	3.849047	3.9068623	4.8867536	3.8596172	3.867386	3.8681483	3.8907726	3.8536696	3.8692577	4.8640876	3.8529668	4.8456845	2.8903093	3.885592	2.8766963	2.8543105	3.8848858	2.8931856	3.9079175	3.908627	3.8727942	3.8921778	3.8797598	3.8799305	3.8976672	3.8833702	4.8703814	2.871365	3.8857968	3.8496962	2.8785543	3.8655548	3.890711	4.8568106	2.8976543	2.901991	4.8640413	2.8850985	3.9031518	3.8722453	3.887744	4.8306465	2.8854802	2.9203935	3.8728907	3.8686647	2.9009209	3.887545	2.9034102	3.8824687	4.878377	2.8909123	3.853901	2.8347733	2.8943782	4.863394	3.8729851	3.8797631	3.8627279	4.8912535	4.896862	4.8605084	3.8825102	2.8781254	4.878498	3.8776925	3.9009738	3.8815289	4.836441	3.8982487	3.873536	3.8995693	3.9005246	3.9018652	3.8522582	3.8706617	3.895028	2.8705175	4.872808	3.8825166	3.8844328	3.875438	2.882813	4.8617177	4.867269	3.8943539	3.8763394	3.8936284	2.9011383	3.8763354	3.8438022	4.844407	3.9038255	2.8975232	2.9097238	2.8943772	3.8983965	3.8717656	3.875651	3.8707862	3.8914094	3.8761072	3.8870783	3.8747811	4.869959	2.922992	3.899836	4.8272834	2.8943982	3.9160974	4.8992686	2.8565876	3.8968925	4.8991127	3.8683097	3.895755	3.8398747	2.9176507	3.8812366	4.8576612	4.8634925	3.8766384	3.8737192	3.8749118	3.873423	3.8467832	2.9046297	3.8776708	3.883777	3.8928227	2.8544433	3.876636	3.897041	4.8677683	2.8781428	3.8707054	3.8995388	3.9070263	2.911773	3.858849	4.8697643	3.870487	4.8575454	2.9080143	2.888459	3.8852897	3.8819292	2.8924375	4.8025155	4.8758316	2.8910854	3.871342	3.896794	3.8744717	3.90132	3.8623521	3.8906794	2.9189656	3.8799992	3.8301659	4.8805776	2.9207664	3.8791866	2.887773	2.9061246	4.8573604	3.8662624	2.91808	3.8974905	4.881463	3.8987517	3.8926358	3.8529525	4.8656216	3.8821678	3.8660574	2.8851633	3.8509834	3.8869722	4.896937	4.8584495	2.8810525	3.8771064	2.8864877	2.8839636	2.9037738	3.8294709	4.8814497	3.8614974	3.8712072	4.8709917	3.85116	3.8928542	2.8662777	3.9031274	3.8672028	2.8965669	4.892873	3.8718207	3.8689969	2.9109304	3.9087536	3.8836956	2.8777144	3.8809893	3.891745	3.8828583	3.8720465	2.8541656	2.892465	3.8955083	4.874287	4.8339376	2.8991027	4.875237	3.8950396	4.8687716	3.9023352	3.8964	3.8325768	3.8033185	2.9211266	3.8878145	4.8721795	3.8828847	3.8637025	2.9124637	3.90196	3.8576958	3.891019	2.8694255	2.9100773	2.885412	3.8938699	3.8902543	3.8789773	4.886607	4.8796153	3.9139678	3.8753085	4.8677883	4.845587	3.9063542	3.835549	2.893793	2.9121172	3.8973885	2.9148362	3.8707292	2.895551	4.861582	2.873118	2.8961709	4.8694644	2.9315407	3.8537924	2.8923042	2.8938181	3.8814359	4.850909	3.8983893	3.8779786	2.8788004	3.8763669	2.8903651	3.8822703	4.9057837	3.8614633	3.8715677	2.853802	2.8953102	3.8806453	4.8433156	3.8567169	4.891962	4.919629	3.8795013	3.8901474	3.891808	2.9049456	4.8662124	4.8607016
Sgo2a	3.8778567	3.8600678	3.8927038	3.8792331	2.8729887	3.883482	3.8966196	3.8644617	3.8793483	3.8711634	2.8785057	3.901096	3.8541787	3.892982	3.8750975	2.9075692	4.893541	3.8708322	3.902931	4.910868	3.8764756	3.8969874	4.8576574	3.900012	3.8806152	3.8907666	3.906117	3.8921049	3.88975	2.9036715	3.8708618	3.9016626	3.9168668	4.8798623	3.8835454	3.8887167	3.8987808	3.863599	3.8761625	3.9348907	4.838378	3.8958347	4.8818097	2.9025426	3.8880823	2.8898506	2.8818436	3.8958423	2.9161735	3.8763099	3.9082403	3.88513	3.9159849	3.8994873	3.8529243	3.911307	3.861437	4.8719788	2.9123387	3.8973787	3.8880253	2.8818243	3.8920288	3.8856416	4.8929024	2.896847	2.8906472	4.916507	2.8871355	3.903811	3.907718	3.8763309	4.776422	2.8838084	2.888891	3.8757362	3.896187	2.9080575	3.890285	2.9053195	3.903321	4.911936	2.9138784	3.8978915	2.8997228	2.9192073	4.8819685	3.9054303	3.8570821	3.8817828	4.866702	4.868962	4.9098907	3.8754737	2.9076445	4.8948092	3.8697186	3.8871632	3.8899827	4.888423	3.9069018	3.8879611	3.8937101	3.8765945	3.902893	3.886429	3.8834887	3.907412	2.9097717	4.9067445	3.92837	3.9202545	3.9115243	2.892949	4.865056	4.8918657	3.9112358	3.8484676	3.8844376	2.9054313	3.909438	3.867305	4.8567834	3.885369	2.89967	2.924969	2.9202423	3.9036913	3.9119816	3.8703213	3.889878	3.8706124	3.8779166	3.8969927	3.9049358	4.8793716	2.9329045	3.8955796	4.8637676	2.8979743	3.905197	4.8497844	2.9086778	3.879964	4.896477	3.8969054	3.8893464	3.853944	2.898796	3.872427	4.8376365	4.8526893	3.8731985	3.857942	3.915127	3.886819	3.8946173	2.8995469	3.8806632	3.8644576	3.8903127	2.8938856	3.8839152	3.8952465	4.869115	2.8938909	3.9064174	3.8882592	3.8838956	2.8892136	3.893398	4.9005814	3.889981	4.89087	2.8993132	2.8860996	3.8538435	3.8813815	2.9048028	4.8710623	4.8845725	2.8869581	3.8952434	3.9025304	3.8904905	3.9211514	3.908144	3.898215	2.9037533	3.8964121	3.8665276	4.8686843	2.9266787	3.909617	2.886438	2.896202	4.8992634	3.9076695	2.8903086	3.9091122	4.8780622	3.8918567	3.8810327	3.8395712	4.897448	3.8865843	3.8859823	2.8838594	3.893663	3.8868024	4.884642	4.8836994	2.9036534	3.8880885	2.9062479	2.891111	2.9032807	3.8756733	4.875195	3.9090292	3.8868682	4.8925223	3.8728402	3.882041	2.8924103	3.8963728	3.8933415	2.8922062	4.887636	3.8896291	3.858022	2.905346	3.9141328	3.8865774	2.8916163	3.8470144	3.869015	3.867447	3.8817997	2.8942766	2.8859138	3.9025729	4.8556976	4.865475	2.9133668	4.865679	3.8913388	4.8888326	3.8728323	3.91311	3.8410006	3.870297	2.9134042	3.902964	4.880843	3.8785777	3.8842497	2.902562	3.9110208	3.8843348	3.864845	2.8876042	2.8960996	2.867746	3.868337	3.8625963	3.8807902	4.8756843	4.910091	3.8957074	3.8635933	4.864113	4.859359	3.8877523	3.892836	2.8906333	2.907846	3.8691404	2.8980157	3.864112	2.9026942	4.8846445	2.8933463	2.9022725	4.8862863	2.8988798	3.8776	2.8906574	2.921407	3.8852184	4.8588667	3.857011	3.8987951	2.8813775	3.862254	2.880349	3.884718	4.881105	3.84688	3.8975766	2.877219	2.896309	3.8608286	4.8908606	3.8886232	4.8980227	4.869484	3.9012392	3.8873184	3.8752472	2.8840857	4.8839455	4.8664303
Ptprn	3.8874738	3.878799	3.8872437	3.9081585	2.900469	3.8882937	3.9056916	3.9038203	3.8947868	3.899982	2.897086	3.8914614	3.8802397	3.8970408	3.8812225	2.9161916	4.8833156	3.905481	3.897682	4.8888226	3.897053	3.913185	4.8856115	3.8946345	3.8826134	3.8902023	3.9087296	3.8983185	3.8987231	2.891804	3.8870368	3.8981907	3.9191875	4.8788915	3.8827434	3.8972363	3.9060204	3.883426	3.8715265	3.9067552	4.8651085	3.8835578	4.891636	2.9043725	3.9123473	2.9041312	2.8929772	3.8917966	2.8989165	3.8888862	3.914531	3.8941257	3.894445	3.8964412	3.8818696	3.910458	3.906222	4.876982	2.8938427	3.8777022	3.8726282	2.8846908	3.8916972	3.900196	4.8783493	2.9073331	2.905363	4.881751	2.8893971	3.885167	3.8905368	3.9060802	4.8404145	2.898274	2.9036267	3.8893003	3.8822675	2.9198408	3.8753088	2.9003334	3.901157	4.891414	2.906933	3.8938963	2.902364	2.9141388	4.882338	3.9007306	3.8874042	3.913633	4.907358	4.8860126	4.887655	3.8820083	2.8945441	4.873593	3.899379	3.9002366	3.8848517	4.873114	3.910822	3.9000742	3.8944392	3.8914652	3.878648	3.8977742	3.8727698	3.902442	2.912319	4.8851576	3.899873	3.9095273	3.8993347	2.8957126	4.8952785	4.873549	3.873556	3.901181	3.8911622	2.9014583	3.899142	3.8854063	4.85542	3.8963475	2.906924	2.9054022	2.9047039	3.9076142	3.881055	3.8916886	3.9049382	3.8798366	3.880603	3.8908315	3.9079373	4.8691072	2.925458	3.8948905	4.8728046	2.905016	3.9065583	4.869282	2.8929656	3.8975377	4.877542	3.8918726	3.885887	3.8481956	2.896323	3.8954902	4.8805814	4.879872	3.882556	3.886603	3.9069946	3.870781	3.8845236	2.9093235	3.8852296	3.8894262	3.8939917	2.8840933	3.8820603	3.8918455	4.897062	2.904888	3.9014232	3.8941226	3.886867	2.9020925	3.8962722	4.8868375	3.8886023	4.8863716	2.904018	2.89858	3.8949175	3.8989627	2.9175472	4.8715982	4.8687515	2.8931096	3.9082716	3.9031675	3.8981657	3.892726	3.9056993	3.894123	2.894408	3.8839064	3.9081788	4.882162	2.9267163	3.8869133	2.9050803	2.9037669	4.8876653	3.8813753	2.8936872	3.9063327	4.898661	3.897598	3.9081829	3.8855298	4.876316	3.9052446	3.8983085	2.8837454	3.8885906	3.887301	4.8970675	4.900151	2.9049	3.8999877	2.9002948	2.9113288	2.89281	3.8801246	4.8794384	3.899732	3.8867786	4.8862667	3.8986614	3.8976297	2.8873532	3.8939953	3.8894897	2.9052691	4.8971863	3.9104428	3.893473	2.9067872	3.903754	3.8924384	2.897305	3.879626	3.8934922	3.8876715	3.8823426	2.902542	2.9069083	3.8956103	4.8541393	4.8815374	2.8827765	4.889423	3.9084454	4.8881173	3.8965256	3.894977	3.8698087	3.8726819	2.91931	3.8968232	4.8673005	3.8728304	3.8883238	2.9162972	3.9024212	3.8833241	3.8691921	2.8933198	2.8960798	2.8973284	3.9083886	3.8851814	3.8926468	4.888792	4.8987813	3.8961484	3.8772967	4.8730674	4.8938513	3.8717034	3.8787868	2.891554	2.9020019	3.8874316	2.9016268	3.8936844	2.8941221	4.880418	2.9074116	2.904512	4.8734035	2.9086761	3.8805268	2.8917696	2.9194143	3.8874066	4.8927865	3.8813024	3.9114711	2.8939435	3.8836575	2.9005575	3.891393	4.8771214	3.8804295	3.9171808	2.8949146	2.8982744	3.8989751	4.8758345	3.898992	4.9183984	4.903371	3.8980367	3.8869145	3.9047744	2.894038	4.88602	4.8729053
Tnni1	3.8682895	3.8808799	3.8875418	3.9028661	2.8608963	3.8874383	3.9238842	3.9126742	3.9011464	3.91146	2.9166713	3.8821735	3.8878403	3.9001312	3.8904374	2.9185095	4.873395	3.8929293	3.903041	4.849538	3.9152508	3.9013166	4.896808	3.8658352	3.874636	3.9137373	3.906056	3.8975143	3.8869367	2.8843892	3.8761864	3.9046206	3.9056041	4.875553	3.9081843	3.8968525	3.8987434	3.8648148	3.8888109	3.9233623	4.865457	3.8900433	4.8456736	2.899835	3.8992093	2.895976	2.8947465	3.900111	2.898494	3.8939948	3.893612	3.8917594	3.907722	3.8769038	3.8860092	3.9130588	3.913088	4.875632	2.9058306	3.8781266	3.8630152	2.8922913	3.908356	3.897612	4.8684964	2.8892832	2.902176	4.9046073	2.903829	3.90642	3.8981307	3.8969798	4.8113604	2.9097505	2.9108567	3.8895047	3.8962278	2.9047012	3.87695	2.897348	3.8768075	4.8846674	2.8932745	3.8797152	2.8889408	2.8975277	4.8817487	3.878389	3.8754761	3.9088435	4.8503284	4.8872924	4.8851075	3.8714447	2.9022882	4.896871	3.888651	3.902489	3.8952985	4.8736944	3.9020116	3.9044197	3.8905096	3.9227033	3.890172	3.8824167	3.8520637	3.8950949	2.9140964	4.8658895	3.9252577	3.8734865	3.8905532	2.9110506	4.8667374	4.855825	3.9018347	3.8930712	3.87663	2.9124992	3.9075754	3.86528	4.8626785	3.896211	2.9095373	2.8975053	2.920845	3.9152339	3.8678966	3.8863463	3.8922794	3.8893263	3.8725386	3.8922467	3.8978827	4.864725	2.9227588	3.8965902	4.844082	2.895263	3.8886223	4.8553276	2.9100366	3.91533	4.8838835	3.8864028	3.8965788	3.8808882	2.9211001	3.8987308	4.8579392	4.8948665	3.8698902	3.8652601	3.911733	3.8769736	3.8919928	2.9002151	3.901971	3.8743792	3.8888888	2.893542	3.9098892	3.8732502	4.8726177	2.8969445	3.8832488	3.895373	3.8670483	2.903554	3.8960934	4.897586	3.876494	4.885053	2.898258	2.8821616	3.8754559	3.9053037	2.8926692	4.840576	4.8729296	2.8990343	3.8868952	3.897084	3.897228	3.9100323	3.8931592	3.9139938	2.9167933	3.844689	3.8757753	4.8920717	2.9195645	3.9071286	2.9081767	2.9082954	4.8688636	3.89242	2.911698	3.9059439	4.8980927	3.891438	3.9010212	3.8673291	4.8575587	3.907284	3.889179	2.878776	3.8973846	3.8995829	4.884494	4.892369	2.8863122	3.8726983	2.9223979	2.90641	2.9114008	3.8605483	4.8642054	3.9071305	3.8794444	4.8910403	3.897668	3.8928924	2.8961015	3.9038095	3.8930542	2.9059188	4.889743	3.9068005	3.8717964	2.8979483	3.9162073	3.8731358	2.8841429	3.886931	3.8876753	3.9054496	3.92584	2.903616	2.911758	3.8726935	4.870477	4.857565	2.8853283	4.885108	3.9135869	4.917312	3.9169679	3.8966503	3.8230674	3.8444028	2.911572	3.893698	4.8798146	3.8943808	3.875757	2.9063482	3.9235635	3.8616638	3.8445916	2.898962	2.9202745	2.8873582	3.9013278	3.885407	3.8948743	4.885412	4.8667893	3.908937	3.8462844	4.8543043	4.890774	3.8828807	3.8838594	2.9014406	2.879601	3.9202867	2.927609	3.8802657	2.9102454	4.8715587	2.894766	2.91193	4.8839316	2.924512	3.8758721	2.8932369	2.9113417	3.882767	4.876766	3.898018	3.900962	2.8742108	3.877849	2.924461	3.875867	4.867618	3.8938355	3.9114966	2.8716266	2.8722754	3.8832455	4.893972	3.8986318	4.9126863	4.8899937	3.8738284	3.8775847	3.8868835	2.8867993	4.8738804	4.8901877
Lad1	3.8734791	3.8600626	3.901134	3.8847828	2.9060137	3.88831	3.9055083	3.8844695	3.8856888	3.8861647	2.899965	3.8675532	3.8772242	3.8571033	3.8546474	2.902871	4.8567977	3.8929243	3.9245663	4.86828	3.8957129	3.882905	4.855675	3.8579435	3.8595245	3.8825166	3.9026034	3.8838704	3.8726895	2.884756	3.8527436	3.9007454	3.910473	4.879304	3.8905332	3.873569	3.8803992	3.8730538	3.8891666	3.8994565	4.869571	3.851371	4.8499513	2.913607	3.8858855	2.8773973	2.9115725	3.8803408	2.8835332	3.8980057	3.8750656	3.8653483	3.8948908	3.8724358	3.879924	3.889102	3.8963008	4.8638616	2.9018168	3.9014566	3.8748126	2.867417	3.884088	3.8950288	4.859492	2.8789334	2.9355767	4.881829	2.8765256	3.8874488	3.9181495	3.8983963	4.8227096	2.8877985	2.8976245	3.8977509	3.87768	2.8940172	3.8818138	2.8918118	3.8705654	4.8985558	2.9099245	3.8824863	2.912162	2.8924673	4.865962	3.8722057	3.8508139	3.9204054	4.875593	4.9008913	4.8577156	3.8826656	2.8931003	4.901651	3.9211667	3.8801322	3.8757854	4.837923	3.8848276	3.8826003	3.8993015	3.863963	3.8919482	3.893571	3.8771896	3.9060965	2.8945732	4.882292	3.8978834	3.8976128	3.894949	2.908717	4.913429	4.87906	3.9254456	3.8566952	3.8971493	2.9004445	3.864271	3.872721	4.855384	3.8815389	2.892988	2.8896408	2.8849924	3.9048789	3.8505576	3.8537452	3.8948255	3.8430297	3.9154363	3.8695393	3.8479102	4.881336	2.9130278	3.9083495	4.844887	2.9157453	3.9022577	4.853723	2.9111948	3.911366	4.8815556	3.8634644	3.8989365	3.8442142	2.924597	3.8788142	4.8535805	4.87288	3.8805811	3.8400717	3.9015024	3.8862839	3.9023538	2.9017346	3.8866925	3.8628764	3.8918407	2.830849	3.8884072	3.8934674	4.855191	2.8880515	3.882639	3.893634	3.8895898	2.8997884	3.8757129	4.896513	3.8730288	4.85039	2.8571887	2.9066598	3.8669746	3.8602262	2.907354	4.8686023	4.8754077	2.8794017	3.8710184	3.8853045	3.8819497	3.8738055	3.9207652	3.9174695	2.9270895	3.870792	3.870659	4.839451	2.902169	3.8801289	2.896776	2.8986669	4.884045	3.880249	2.9145298	3.9009135	4.896091	3.8977733	3.9057872	3.8663654	4.856626	3.8768883	3.8789496	2.9023893	3.8954039	3.8723161	4.909124	4.8863664	2.8910635	3.8462577	2.8852234	2.8781948	2.897698	3.8657067	4.8858547	3.8841584	3.8855417	4.8565183	3.8806078	3.8840387	2.892133	3.9028206	3.8887353	2.899924	4.882511	3.8786855	3.8770154	2.895387	3.902001	3.8931515	2.8700442	3.8890734	3.90455	3.8936844	3.8811457	2.891939	2.8987982	3.8617227	4.8549733	4.857527	2.8969688	4.876215	3.9055157	4.8919926	3.8810232	3.8903718	3.8483791	3.873691	2.9104252	3.8890662	4.864904	3.878846	3.8726127	2.9086943	3.8930957	3.8607228	3.8568645	2.8846765	2.8974779	2.8774161	3.8854153	3.9083345	3.9070961	4.8795776	4.908504	3.8978457	3.8582125	4.8597336	4.832164	3.8545709	3.8931017	2.899989	2.8892155	3.8865843	2.8985655	3.8916564	2.9024432	4.8568616	2.9012876	2.9155438	4.8760643	2.9048805	3.8718853	2.868841	2.9123507	3.8901503	4.871976	3.8921547	3.9096618	2.8926172	3.8834493	2.9075794	3.8534315	4.874864	3.8568478	3.9012852	2.831753	2.8717732	3.889033	4.8685694	3.891696	4.8821926	4.8951626	3.88174	3.8906512	3.8926458	2.8946283	4.8633475	4.8605013
